edge_id:int,source_id:int,target_id:int,label_id:int
157,1276,2442,208
158,1384,1161,169
159,1434,1145,91
160,1446,1161,38
161,1477,7006,224
162,1496,4274,0
163,1736,479,56
164,1736,5327,177
165,1918,1477,38
166,2083,2234,103
167,2083,5965,142
168,2083,6411,142
169,2084,146,156
170,2104,779,160
171,2234,2083,103
172,2290,2300,56
173,2290,1077,103
174,2442,5012,123
175,2442,1161,159
176,2442,2814,160
177,2620,1587,160
178,2666,5807,169
179,2668,5540,169
180,2671,3209,127
181,2671,5441,169
182,2695,6823,169
183,2701,3873,169
184,2790,4024,160
185,2790,5441,222
186,3158,4576,150
187,3159,4346,160
188,3159,4346,222
189,3211,1060,229
190,3269,6635,160
191,3283,4383,127
192,3283,4383,160
193,3341,733,53
194,3341,733,103
195,3341,733,127
196,3341,2697,127
197,3341,733,142
198,3341,4319,155
199,3358,1161,156
200,3358,2442,160
201,3465,1161,171
202,3535,6410,18
203,3535,6410,56
204,3535,6410,65
205,3535,5037,160
206,3535,6083,160
207,3724,1179,156
208,3824,5154,29
209,4154,1013,160
210,4187,679,6
211,4188,5046,6
212,4197,20,150
213,4304,2973,173
214,4313,1077,155
215,4313,6091,169
216,4319,3341,142
217,4339,1161,224
218,4377,2996,38
219,4377,2996,202
220,4393,5171,160
221,4412,6795,53
222,4453,5455,150
223,4453,4501,160
224,4463,5182,90
225,4468,4407,160
226,4484,146,228
227,4558,363,156
228,4558,363,158
229,4594,2442,160
230,4597,2444,160
231,4702,3155,158
232,4769,1161,115
233,4769,2442,160
234,4994,4620,160
235,5171,3912,38
236,5182,4463,90
237,5297,1161,156
238,5319,238,222
239,5344,6332,49
240,5395,4407,38
241,5423,1121,6
242,5423,1121,38
243,5423,1121,150
244,5431,6999,38
245,5437,1474,160
246,5441,1599,59
247,5441,6627,222
248,5455,4265,150
249,5455,1148,223
250,5497,4001,160
251,5613,776,173
252,5648,558,18
253,5678,5262,41
254,5678,3137,61
255,5678,6635,127
256,5678,6635,165
257,5719,3724,6
258,5719,1179,150
259,5782,5370,169
260,5800,2442,160
261,5884,2083,86
262,5965,2083,155
263,6098,5037,160
264,6332,1122,156
265,6344,711,53
266,6344,920,155
267,6407,4286,38
268,6410,5246,56
269,6410,3262,160
270,6411,2083,155
271,6422,2695,38
272,6422,2445,61
273,6556,5370,55
274,6556,5219,160
275,6639,5300,169
276,6665,1971,224
277,6785,2455,24
278,6795,4412,53
279,6795,6979,160
280,6856,2430,158
281,6861,1109,53
282,6866,1145,157
283,6891,1971,160
284,6978,6568,160
285,6979,2427,160
286,7038,1077,160
287,13,1145,159
288,18,1626,53
289,74,1971,222
290,146,766,142
291,151,599,53
292,222,4475,160
293,238,5319,222
294,293,2753,156
295,362,4617,142
296,497,1297,160
297,545,5584,156
298,545,45,191
299,599,151,53
300,671,558,156
301,671,2442,160
302,680,1122,156
303,680,6332,156
304,711,146,120
305,733,920,53
306,733,3341,53
307,733,3341,103
308,766,146,155
309,786,2278,215
310,920,733,53
311,1077,6411,159
312,1145,6520,42
313,1145,2683,56
314,1145,1603,156
315,1148,2427,42
316,1161,1446,56
317,1161,2314,137
318,1161,2442,156
319,1161,4114,156
320,1176,6635,49
321,1176,6635,145
322,1176,6635,156
323,1176,4415,159
324,1179,3724,86
325,1179,3450,158
326,1188,4482,224
327,1215,5474,69
328,1215,5395,160
329,1273,6165,156
330,1287,3159,163
331,1353,1145,38
332,1445,1160,191
333,1496,4274,0
334,1603,1145,56
335,1626,18,53
336,2083,6504,53
337,2083,5965,142
338,2083,6411,142
339,2100,3155,53
340,2242,3155,160
341,2249,3155,169
342,2278,6411,173
343,2287,1642,160
344,2317,2790,56
345,2417,2290,160
346,2442,4114,103
347,2442,3002,156
348,2442,4114,156
349,2455,6504,160
350,2455,6411,212
351,2637,2445,6
352,2642,2790,160
353,2683,1145,191
354,2980,4558,160
355,3155,2100,53
356,3155,2790,55
357,3155,5171,158
358,3165,1145,156
359,3211,1060,229
360,3232,3155,127
361,3245,2999,156
362,3245,2427,160
363,3245,2999,160
364,3262,3380,142
365,3341,733,53
366,3341,733,103
367,3341,733,127
368,3341,4319,155
369,3380,3262,155
370,3381,4969,53
371,3450,3015,139
372,3535,6410,6
373,3535,6410,98
374,3535,5037,160
375,3572,2442,160
376,3703,1203,160
377,3995,1156,38
378,4004,4594,90
379,4114,2442,103
380,4187,3155,160
381,4187,4702,160
382,4240,1171,52
383,4319,3341,142
384,4346,3159,215
385,4383,5736,163
386,4393,1677,160
387,4407,5474,57
388,4407,1503,160
389,4412,6411,148
390,4412,6411,163
391,4423,5838,115
392,4478,6635,150
393,4482,1188,222
394,4562,4373,160
395,4571,1477,190
396,4594,4004,90
397,4617,362,155
398,4702,5736,134
399,4702,3155,160
400,4827,2427,160
401,4918,2202,38
402,4969,3381,53
403,5004,5291,142
404,5037,6410,98
405,5154,6435,160
406,5158,241,6
407,5182,1161,18
408,5182,2442,160
409,5189,1509,150
410,5196,3068,143
411,5250,2686,169
412,5291,5004,155
413,5319,238,222
414,5370,6823,127
415,5423,1121,38
416,5423,1121,156
417,5423,6994,222
418,5441,5661,222
419,5441,5661,223
420,5461,3874,160
421,5474,4407,57
422,5474,1215,160
423,5661,5441,86
424,5661,5441,170
425,5678,6636,86
426,5678,6635,127
427,5678,6635,160
428,5739,1077,160
429,5884,2083,86
430,5925,1077,173
431,5965,2083,155
432,5965,2460,208
433,6410,5037,98
434,6410,5037,156
435,6410,5037,159
436,6410,5037,191
437,6411,2083,155
438,6422,5370,38
439,6438,2449,160
440,6504,2083,53
441,6785,2457,56
442,6785,5189,98
443,6808,4594,169
444,6978,6568,160
445,7044,3015,160
446,20,2978,160
447,101,497,160
448,146,587,222
449,180,146,160
450,180,5036,160
451,246,3155,160
452,454,4457,224
453,497,1297,160
454,531,5305,6
455,599,3122,224
456,599,4457,224
457,649,1122,224
458,680,1122,156
459,733,3341,53
460,733,3341,103
461,786,2278,215
462,833,1718,53
463,929,6332,53
464,1060,3341,86
465,1077,2290,53
466,1115,6291,90
467,1115,1620,160
468,1122,649,224
469,1145,664,191
470,1145,7021,205
471,1176,6636,56
472,1179,3450,158
473,1318,5036,224
474,1434,664,191
475,1466,1122,0
476,1626,1620,123
477,1718,833,53
478,1731,39,222
479,1731,4955,222
480,1886,4488,156
481,1886,5116,160
482,2065,3155,155
483,2241,150,127
484,2241,2083,127
485,2290,1077,53
486,2460,3159,53
487,2545,1145,56
488,2609,3341,160
489,2683,6831,56
490,2683,1145,159
491,2695,2445,160
492,2697,3341,53
493,2697,3341,103
494,2723,5661,222
495,3076,4613,160
496,3155,3197,53
497,3155,5398,53
498,3155,2065,142
499,3155,3677,142
500,3155,6293,142
501,3158,3155,52
502,3159,2460,53
503,3197,3155,53
504,3211,1060,229
505,3232,3155,127
506,3341,733,53
507,3341,2697,53
508,3341,733,103
509,3341,2697,103
510,3341,6293,127
511,3341,4319,155
512,3535,6410,98
513,3535,5037,156
514,3677,3155,155
515,3703,1777,160
516,3724,1179,38
517,3727,3393,160
518,3741,6296,169
519,3884,6044,127
520,3884,4319,155
521,4188,3159,160
522,4269,3984,224
523,4319,3341,142
524,4319,3884,142
525,4346,3159,167
526,4374,5432,160
527,4393,3912,38
528,4393,4455,38
529,4407,5395,163
530,4412,6411,148
531,4412,5965,160
532,4412,6411,163
533,4412,6411,167
534,4416,3724,156
535,4517,5432,160
536,4534,3159,167
537,4544,6284,160
538,4612,1515,160
539,4918,2207,38
540,5036,587,222
541,5037,985,46
542,5046,3159,160
543,5116,1122,224
544,5128,925,86
545,5158,5441,160
546,5398,3155,53
547,5398,246,160
548,5423,1121,38
549,5432,2908,56
550,5441,1349,169
551,5441,5661,223
552,5458,599,160
553,5661,5441,86
554,5661,5441,170
555,5674,5520,86
556,5678,6636,86
557,5678,6635,213
558,5736,3136,56
559,5828,5429,160
560,5965,2460,208
561,6291,1115,90
562,6293,3341,127
563,6293,3155,155
564,6317,1977,156
565,6332,929,53
566,6410,5037,56
567,6410,5037,156
568,6410,5037,191
569,6411,2083,127
570,6411,3010,160
571,6422,5370,38
572,6422,5370,191
573,6872,6284,160
574,150,2290,98
575,150,2083,155
576,246,3155,160
577,425,13,229
578,497,2457,110
579,497,1287,167
580,497,1287,224
581,509,1592,55
582,649,87,6
583,733,920,53
584,733,3341,53
585,762,1173,61
586,780,1500,229
587,920,733,53
588,920,6155,155
589,1115,3262,18
590,1115,6291,90
591,1145,1603,6
592,1145,2683,127
593,1145,7021,205
594,1287,497,224
595,1434,1145,61
596,1466,1122,224
597,1519,4292,224
598,1592,509,55
599,1626,3262,123
600,1928,4019,156
601,2083,150,142
602,2266,3873,127
603,2417,1145,105
604,2545,6348,53
605,2798,2988,160
606,2823,4515,53
607,3155,3232,142
608,3155,5398,142
609,3159,566,160
610,3232,3155,127
611,3232,3155,155
612,3262,1626,123
613,3262,7075,142
614,3264,4304,155
615,3341,733,53
616,3341,6293,127
617,3341,4319,155
618,3341,733,160
619,3341,3155,160
620,3341,6411,169
621,3535,6410,6
622,3675,1179,18
623,3905,3675,56
624,4011,6410,56
625,4011,6410,160
626,4082,5480,160
627,4304,3264,142
628,4319,3341,142
629,4346,3159,167
630,4346,4534,224
631,4407,5474,160
632,4416,3724,47
633,4443,929,160
634,4515,2823,53
635,4534,4346,224
636,4556,146,160
637,4571,6252,160
638,4580,1974,160
639,4702,5398,53
640,4702,3155,160
641,4845,3155,191
642,5037,6410,56
643,5037,6410,98
644,5116,1122,154
645,5120,1122,156
646,5281,1145,222
647,5398,4702,53
648,5398,3155,155
649,5398,3155,160
650,5423,1121,38
651,5423,1121,127
652,5423,6994,150
653,5441,7006,202
654,5441,5661,223
655,5447,1140,38
656,5471,4950,160
657,5474,4283,150
658,5474,4407,160
659,5474,1503,202
660,5480,4082,160
661,5484,4286,38
662,5484,4725,38
663,5498,4368,160
664,5527,5742,53
665,5596,5370,160
666,5661,5441,170
667,5678,917,182
668,5742,5527,53
669,6094,3873,127
670,6148,645,160
671,6155,920,142
672,6159,4431,156
673,6159,4431,176
674,6254,3155,160
675,6291,1115,90
676,6293,3341,127
677,6321,1145,127
678,6321,1971,160
679,6344,3341,160
680,6348,2545,53
681,6407,4286,38
682,6410,5037,98
683,6410,5037,159
684,6411,2083,127
685,6635,1176,18
686,6717,3155,160
687,6805,6411,127
688,7075,3262,155
689,44,3926,160
690,188,2266,53
691,359,5421,180
692,382,2100,90
693,382,2100,180
694,455,1496,224
695,455,4397,224
696,497,1297,224
697,531,5305,6
698,594,3931,228
699,649,680,6
700,649,680,156
701,733,920,103
702,733,3341,103
703,766,2648,169
704,811,1122,222
705,854,4621,160
706,920,733,61
707,920,733,103
708,920,3155,160
709,920,3155,191
710,925,1077,115
711,929,5037,145
712,929,5037,188
713,1077,6411,36
714,1077,925,115
715,1077,3262,160
716,1086,2460,160
717,1121,5377,34
718,1121,5423,224
719,1122,649,191
720,1133,2414,156
721,1138,2419,191
722,1145,657,6
723,1145,1434,6
724,1145,3592,6
725,1145,6520,6
726,1145,6956,224
727,1148,2427,6
728,1161,2694,56
729,1161,2442,156
730,1161,4114,156
731,1175,5261,61
732,1176,4810,56
733,1176,4415,159
734,1176,6495,205
735,1185,1520,0
736,1189,1148,6
737,1281,382,6
738,1297,3159,167
739,1297,497,224
740,1434,3867,53
741,1445,1160,61
742,1445,1160,191
743,1464,5423,224
744,1519,4292,224
745,1643,2570,115
746,1700,6284,160
747,1794,2618,127
748,1947,2460,160
749,1954,1161,115
750,1954,2442,160
751,1971,1145,208
752,2034,1183,156
753,2100,382,90
754,2100,3155,155
755,2186,4597,206
756,2194,5423,173
757,2194,5423,222
758,2241,3262,156
759,2243,3155,155
760,2262,5395,103
761,2262,5395,127
762,2266,188,53
763,2266,2268,156
764,2278,6699,162
765,2290,2300,56
766,2290,3159,159
767,2317,2790,160
768,2403,2798,207
769,2403,6407,207
770,2404,1523,160
771,2410,1160,156
772,2442,4594,56
773,2442,4594,87
774,2442,4114,156
775,2442,1161,157
776,2446,3341,160
777,2460,6410,159
778,2570,1643,115
779,2618,1794,127
780,2651,1122,61
781,2733,2442,160
782,2798,422,160
783,2798,2403,207
784,2830,4571,169
785,2896,4374,56
786,2926,3995,127
787,3155,2457,33
788,3155,3159,131
789,3155,2100,142
790,3155,2243,142
791,3159,5046,103
792,3162,3155,127
793,3232,3155,127
794,3305,6122,127
795,3305,6831,127
796,3341,733,61
797,3341,733,103
798,3341,4822,103
799,3341,733,127
800,3341,6293,127
801,3341,4319,155
802,3341,733,160
803,3341,3155,160
804,3446,1176,156
805,3450,4688,156
806,3468,5553,160
807,3483,6379,160
808,3592,1145,156
809,3592,1145,216
810,3716,3601,150
811,3742,649,169
812,3867,1434,53
813,3871,2100,169
814,3871,3162,169
815,3987,3341,56
816,3987,920,156
817,3987,3155,160
818,4036,4082,160
819,4051,1463,160
820,4069,3885,150
821,4096,2442,127
822,4187,5243,53
823,4187,3155,127
824,4187,3232,127
825,4187,3232,156
826,4224,3885,150
827,4245,1179,189
828,4319,3341,142
829,4346,3159,167
830,4408,4284,229
831,4411,1169,105
832,4412,6411,191
833,4438,680,197
834,4484,587,222
835,4500,4261,38
836,4576,4702,169
837,4631,929,160
838,4702,3155,158
839,4702,3155,160
840,4702,5398,160
841,4747,1161,156
842,4822,3341,103
843,4845,3155,191
844,5013,3706,160
845,5037,985,46
846,5037,6410,115
847,5046,3159,103
848,5046,3159,156
849,5177,455,160
850,5182,4506,160
851,5219,5036,160
852,5243,4187,53
853,5344,6332,160
854,5395,2262,103
855,5395,5736,155
856,5398,3155,169
857,5423,1464,38
858,5423,1121,107
859,5423,1121,127
860,5423,1121,150
861,5423,1121,191
862,5423,1464,222
863,5432,925,229
864,5450,1146,38
865,5454,4264,229
866,5455,1148,38
867,5455,867,150
868,5470,4277,150
869,5474,4283,38
870,5480,2967,219
871,5484,4286,38
872,5484,4725,38
873,5492,1175,6
874,5497,1139,229
875,5540,3931,177
876,5572,3095,6
877,5736,5395,142
878,5801,5395,127
879,5801,2262,160
880,5814,3159,167
881,5924,3155,163
882,5965,6792,56
883,5965,6792,160
884,6122,3262,156
885,6179,7038,53
886,6214,2404,160
887,6293,3341,127
888,6332,680,6
889,6332,680,127
890,6332,680,156
891,6332,1181,156
892,6332,1122,169
893,6332,680,191
894,6349,1145,156
895,6355,2862,169
896,6407,4286,38
897,6407,2403,207
898,6410,5037,115
899,6410,6411,128
900,6411,6504,115
901,6411,6504,127
902,6411,6805,142
903,6449,359,160
904,6504,6411,115
905,6504,6805,162
906,6504,6411,169
907,6504,6411,191
908,6520,1145,205
909,6635,1176,38
910,6644,6979,142
911,6699,2278,162
912,6780,1169,156
913,6780,4411,156
914,6780,4605,156
915,6805,6411,127
916,6805,6504,127
917,6805,6411,155
918,6805,6504,160
919,6805,6504,162
920,6856,2430,160
921,6888,1945,160
922,6917,5260,156
923,6979,6644,127
924,6979,6644,155
925,6979,3233,156
926,6979,2427,160
927,7038,6179,53
928,39,6332,53
929,39,4175,169
930,44,2433,160
931,127,4702,53
932,146,2648,18
933,146,6834,142
934,327,5940,115
935,359,5421,180
936,444,3159,224
937,455,1496,224
938,544,3867,53
939,611,1185,224
940,639,5613,224
941,649,87,6
942,649,680,6
943,680,1122,156
944,711,6805,169
945,733,2997,87
946,733,2997,191
947,829,3155,115
948,920,6293,127
949,929,3155,127
950,1115,1077,6
951,1115,3262,18
952,1122,2985,224
953,1145,544,10
954,1145,1971,205
955,1148,2427,156
956,1148,5455,224
957,1160,1445,156
958,1161,2442,6
959,1161,2442,18
960,1161,2442,24
961,1161,2442,56
962,1161,2694,105
963,1161,4233,156
964,1176,5678,56
965,1176,6635,60
966,1176,6635,127
967,1176,5678,224
968,1179,3724,208
969,1188,4482,224
970,1215,6012,156
971,1273,6165,156
972,1384,2442,56
973,1384,2442,156
974,1434,3867,53
975,1434,2290,61
976,1434,1145,91
977,1434,3867,156
978,1434,1145,202
979,1436,1148,38
980,1446,1161,38
981,1477,5441,224
982,1520,1185,229
983,1794,2618,127
984,1953,4702,53
985,1953,3155,155
986,1957,6523,156
987,2040,4580,160
988,2103,382,160
989,2104,7038,53
990,2137,4594,160
991,2183,698,159
992,2224,1375,222
993,2265,3155,127
994,2272,2527,53
995,2290,3283,142
996,2290,3159,159
997,2446,3341,160
998,2527,2272,53
999,2618,1794,127
1000,2671,5441,56
1001,2683,3262,18
1002,2683,4019,53
1003,2683,3262,169
1004,2694,6047,105
1005,2695,871,22
1006,2770,1396,38
1007,2775,4605,160
1008,2844,5226,53
1009,2896,4374,56
1010,2974,4030,53
1011,3076,4613,160
1012,3149,6795,127
1013,3155,3159,98
1014,3155,3162,98
1015,3155,1953,142
1016,3155,3232,142
1017,3155,5398,142
1018,3158,4702,156
1019,3159,4534,143
1020,3159,444,222
1021,3159,4346,222
1022,3162,3155,98
1023,3162,3155,127
1024,3162,3158,127
1025,3232,4702,53
1026,3232,3155,155
1027,3232,3155,160
1028,3232,3155,169
1029,3241,6568,160
1030,3262,5040,47
1031,3283,2290,155
1032,3341,6293,53
1033,3341,6293,123
1034,3341,6293,127
1035,3341,4319,155
1036,3341,3155,160
1037,3380,5046,53
1038,3380,5046,90
1039,3380,3159,169
1040,3446,1176,156
1041,3446,5678,160
1042,3450,3905,53
1043,3532,1148,38
1044,3535,1171,156
1045,3535,5037,159
1046,3616,3589,157
1047,3691,1283,160
1048,3706,1148,61
1049,3724,2525,47
1050,3724,6211,47
1051,3742,649,169
1052,3867,544,53
1053,3867,1434,53
1054,3873,2701,156
1055,3905,3450,53
1056,3911,3155,160
1057,3911,4133,160
1058,3926,3996,142
1059,3987,3155,127
1060,3987,920,156
1061,3987,3155,160
1062,3996,3926,155
1063,4019,2683,53
1064,4029,4355,160
1065,4030,2974,53
1066,4069,3155,160
1067,4108,1145,47
1068,4130,5195,160
1069,4185,6321,156
1070,4274,4304,224
1071,4319,3341,142
1072,4346,3159,167
1073,4407,62,160
1074,4408,4284,229
1075,4415,6635,228
1076,4468,4407,160
1077,4468,6852,160
1078,4482,1188,222
1079,4512,1515,150
1080,4594,1161,115
1081,4609,6504,160
1082,4609,6805,160
1083,4664,4133,160
1084,4702,127,53
1085,4702,1953,53
1086,4702,3232,53
1087,4702,3155,160
1088,4702,6017,169
1089,4807,4393,6
1090,4827,1148,208
1091,4904,6635,127
1092,5046,3380,53
1093,5046,3380,90
1094,5046,3159,156
1095,5046,3159,160
1096,5046,1287,176
1097,5150,1128,38
1098,5158,2624,6
1099,5163,1140,6
1100,5177,4274,38
1101,5177,7001,38
1102,5226,2844,53
1103,5281,1145,222
1104,5395,3922,167
1105,5396,1176,156
1106,5398,3155,155
1107,5423,1121,38
1108,5423,1121,127
1109,5423,1121,150
1110,5423,1121,156
1111,5450,1146,38
1112,5450,4262,38
1113,5463,1154,38
1114,5484,4286,38
1115,5484,6407,51
1116,5487,3262,102
1117,5487,4950,102
1118,5678,6635,213
1119,5716,1169,127
1120,5940,327,47
1121,6012,5395,160
1122,6054,6417,156
1123,6078,6296,56
1124,6122,2241,156
1125,6122,3262,156
1126,6148,1767,156
1127,6155,2445,160
1128,6179,7038,53
1129,6254,3155,160
1130,6293,3341,53
1131,6293,3341,123
1132,6293,920,127
1133,6293,3341,127
1134,6332,39,53
1135,6332,680,127
1136,6355,6161,61
1137,6355,520,160
1138,6411,6504,53
1139,6411,6805,53
1140,6411,6504,115
1141,6411,6504,127
1142,6411,6805,142
1143,6422,5370,38
1144,6504,6411,53
1145,6504,6411,115
1146,6504,6411,160
1147,6506,1581,57
1148,6544,680,56
1149,6635,1176,18
1150,6635,1176,38
1151,6665,1145,224
1152,6802,3979,156
1153,6805,6411,53
1154,6805,6411,155
1155,6805,6504,160
1156,6834,146,155
1157,6856,2430,160
1158,6890,925,171
1159,6950,284,160
1160,6979,1148,127
1161,7038,2104,53
1162,7038,6179,53
1163,315,6479,53
1164,315,6479,160
1165,444,3159,167
1166,450,503,115
1167,497,5812,167
1168,503,450,115
1169,544,3867,53
1170,568,3759,86
1171,568,4318,160
1172,594,3931,228
1173,611,1185,224
1174,680,6332,61
1175,680,1122,156
1176,711,146,52
1177,711,3159,103
1178,711,146,163
1179,711,359,169
1180,733,920,53
1181,733,3341,103
1182,776,2442,208
1183,818,1145,127
1184,818,1353,127
1185,885,5395,103
1186,885,5395,127
1187,920,733,53
1188,920,4319,155
1189,1077,6411,36
1190,1077,3262,56
1191,1077,6410,98
1192,1077,3926,130
1193,1077,829,145
1194,1121,5423,208
1195,1121,5423,215
1196,1128,5150,56
1197,1128,1469,154
1198,1128,1469,224
1199,1145,6080,123
1200,1145,3430,191
1201,1145,1971,205
1202,1148,2427,191
1203,1161,2442,6
1204,1161,2889,69
1205,1161,64,156
1206,1161,4004,156
1207,1176,6635,127
1208,1176,4904,191
1209,1185,2461,86
1210,1222,2561,53
1211,1281,4939,160
1212,1283,3691,6
1213,1427,3750,156
1214,1434,1145,38
1215,1463,4250,224
1216,1520,1185,224
1217,1520,1185,229
1218,1581,6411,103
1219,1615,1161,173
1220,1706,5965,160
1221,1837,1077,159
1222,1873,3102,53
1223,1873,6397,53
1224,1891,4545,160
1225,1953,3155,155
1226,1953,3873,155
1227,1953,2243,207
1228,1971,3592,6
1229,2243,1953,207
1230,2266,3341,115
1231,2266,2701,141
1232,2278,2290,155
1233,2290,7007,38
1234,2290,4845,53
1235,2290,2278,142
1236,2290,3341,142
1237,2290,829,145
1238,2290,3155,169
1239,2290,5827,169
1240,2381,3933,53
1241,2427,867,150
1242,2442,1161,177
1243,2457,497,97
1244,2561,1222,53
1245,2624,2446,160
1246,2648,4431,56
1247,2651,6733,53
1248,2667,5736,127
1249,2686,6856,160
1250,2694,1161,56
1251,2694,1161,156
1252,2701,2266,141
1253,2719,6435,160
1254,2733,2694,160
1255,2798,5832,129
1256,2805,1145,156
1257,2814,660,169
1258,3102,1873,53
1259,3102,6397,53
1260,3155,6017,98
1261,3155,1953,142
1262,3155,3232,142
1263,3155,3677,142
1264,3155,3911,142
1265,3159,4188,6
1266,3159,711,103
1267,3159,3155,169
1268,3159,1733,173
1269,3162,5736,98
1270,3213,6017,169
1271,3232,4187,53
1272,3232,4702,53
1273,3232,4702,127
1274,3232,3155,155
1275,3232,3155,160
1276,3232,3155,169
1277,3233,4004,53
1278,3241,6568,160
1279,3341,6699,53
1280,3341,733,61
1281,3341,733,103
1282,3341,2266,115
1283,3341,2290,127
1284,3341,6293,127
1285,3341,2290,155
1286,3341,4319,155
1287,3341,5037,156
1288,3380,5046,53
1289,3380,5046,90
1290,3380,5046,156
1291,3380,5046,169
1292,3424,6250,53
1293,3430,1434,127
1294,3447,1454,156
1295,3450,3015,160
1296,3494,2442,160
1297,3600,2442,191
1298,3677,3155,155
1299,3686,1121,38
1300,3686,1121,143
1301,3742,649,169
1302,3758,1733,173
1303,3769,3155,127
1304,3867,544,53
1305,3873,1953,142
1306,3911,3155,155
1307,3911,733,160
1308,3911,3155,160
1309,3933,2381,53
1310,4004,3233,53
1311,4065,382,6
1312,4069,3155,160
1313,4096,4114,160
1314,4130,5195,160
1315,4138,2798,160
1316,4187,3232,53
1317,4187,3155,160
1318,4187,3232,160
1319,4205,4334,169
1320,4239,4286,191
1321,4319,920,142
1322,4319,3341,142
1323,4324,1520,160
1324,4346,3159,224
1325,4408,4284,229
1326,4412,7025,222
1327,4415,6635,228
1328,4468,6852,160
1329,4556,1265,160
1330,4594,2442,160
1331,4616,1179,8
1332,4702,3232,53
1333,4702,3155,160
1334,4838,1176,121
1335,4838,5262,150
1336,4845,2290,53
1337,4893,5678,160
1338,4904,6635,127
1339,4972,146,159
1340,4995,1683,189
1341,5037,1163,46
1342,5037,3535,105
1343,5037,6410,160
1344,5037,3535,169
1345,5037,6410,191
1346,5042,3015,160
1347,5046,3380,53
1348,5046,3380,90
1349,5046,3159,160
1350,5088,5008,169
1351,5116,1122,224
1352,5150,1128,38
1353,5158,5373,38
1354,5182,1161,156
1355,5182,2442,160
1356,5197,1185,115
1357,5395,727,38
1358,5395,885,103
1359,5398,3155,160
1360,5423,1121,6
1361,5423,1121,38
1362,5423,6994,150
1363,5441,1477,107
1364,5441,5661,223
1365,5449,5971,223
1366,5455,1148,56
1367,5455,1148,156
1368,5463,1154,150
1369,5474,4283,38
1370,5474,1503,160
1371,5484,4286,38
1372,5492,1175,6
1373,5653,4431,86
1374,5653,146,165
1375,5678,6635,165
1376,5678,6635,182
1377,5736,3162,98
1378,5801,5395,127
1379,5801,885,160
1380,5901,2576,160
1381,5997,2648,160
1382,6017,3155,98
1383,6250,3424,53
1384,6293,3341,127
1385,6309,6411,18
1386,6397,1873,53
1387,6397,3102,53
1388,6410,1077,98
