pair_id,pivot_x,pivot_y,topk,rep_id,explanation_score,source_id:int,target_id:int,label_id:int
42,3186,1272,9,0,0.13671337904880976,3186,1272,0
42,3186,1272,9,0,0.13671337904880976,3186,959,0
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
78,5423,1121,0,0,1.000001,5423,1121,0
78,5423,1121,0,0,1.000001,5423,6994,0
78,5423,1121,1,0,1.000001,5423,1121,0
78,5423,1121,1,0,1.000001,5423,6994,0
78,5423,1121,2,0,1.000001,5423,1121,0
78,5423,1121,2,0,1.000001,5423,6994,0
78,5423,1121,3,0,1.000001,5423,1121,0
78,5423,1121,3,0,1.000001,5423,6994,0
78,5423,1121,4,0,1.000001,5423,1121,0
78,5423,1121,4,0,1.000001,5423,6994,0
78,5423,1121,5,0,1.000001,5423,1121,0
78,5423,1121,5,0,1.000001,5423,6994,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
79,5423,6994,0,0,0.8562641581895104,5423,6994,0
79,5423,6994,0,0,0.8562641581895104,5423,1121,0
79,5423,6994,1,0,0.8562641581895104,5423,6994,0
79,5423,6994,1,0,0.8562641581895104,5423,1121,0
79,5423,6994,2,0,0.8562641581895104,5423,6994,0
79,5423,6994,2,0,0.8562641581895104,5423,1121,0
79,5423,6994,3,0,0.8562641581895104,5423,6994,0
79,5423,6994,3,0,0.8562641581895104,5423,1121,0
79,5423,6994,4,0,0.8562641581895104,5423,6994,0
79,5423,6994,4,0,0.8562641581895104,5423,1121,0
79,5423,6994,5,0,0.8562641581895104,5423,6994,0
79,5423,6994,5,0,0.8562641581895104,5423,1121,0
79,5423,6994,6,0,0.8562641581895104,5423,6994,0
79,5423,6994,6,0,0.8562641581895104,5423,1121,0
79,5423,6994,7,0,0.8562641581895104,5423,6994,0
79,5423,6994,7,0,0.8562641581895104,5423,1121,0
79,5423,6994,8,0,0.8562641581895104,5423,6994,0
79,5423,6994,8,0,0.8562641581895104,5423,1121,0
79,5423,6994,9,0,0.8562641581895104,5423,6994,0
79,5423,6994,9,0,0.8562641581895104,5423,1121,0
80,5423,1121,0,0,1.000001,5423,1121,0
80,5423,1121,0,0,1.000001,5423,6994,0
80,5423,1121,1,0,1.000001,5423,1121,0
80,5423,1121,1,0,1.000001,5423,6994,0
80,5423,1121,2,0,1.000001,5423,1121,0
80,5423,1121,2,0,1.000001,5423,6994,0
80,5423,1121,3,0,1.000001,5423,1121,0
80,5423,1121,3,0,1.000001,5423,6994,0
80,5423,1121,4,0,1.000001,5423,1121,0
80,5423,1121,4,0,1.000001,5423,6994,0
80,5423,1121,5,0,1.000001,5423,1121,0
80,5423,1121,5,0,1.000001,5423,6994,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,0,0,1.000001,5423,1121,0
81,5423,1121,0,0,1.000001,5423,6994,0
81,5423,1121,1,0,1.000001,5423,1121,0
81,5423,1121,1,0,1.000001,5423,6994,0
81,5423,1121,2,0,1.000001,5423,1121,0
81,5423,1121,2,0,1.000001,5423,6994,0
81,5423,1121,3,0,1.000001,5423,1121,0
81,5423,1121,3,0,1.000001,5423,6994,0
81,5423,1121,4,0,1.000001,5423,1121,0
81,5423,1121,4,0,1.000001,5423,6994,0
81,5423,1121,5,0,1.000001,5423,1121,0
81,5423,1121,5,0,1.000001,5423,6994,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
8,776,1161,0,0,0.8744761909424699,776,1161,0
8,776,1161,0,0,0.8744761909424699,776,1121,0
8,776,1161,1,0,0.8744761909424699,776,1161,0
8,776,1161,1,0,0.8744761909424699,776,1121,0
8,776,1161,2,0,0.8744761909424699,776,1161,0
8,776,1161,2,0,0.8744761909424699,776,1121,0
8,776,1161,3,0,0.8744761909424699,776,1161,0
8,776,1161,3,0,0.8744761909424699,776,1121,0
8,776,1161,4,0,0.8744761909424699,776,1161,0
8,776,1161,4,0,0.8744761909424699,776,1121,0
8,776,1161,5,0,0.8744761909424699,776,1161,0
8,776,1161,5,0,0.8744761909424699,776,1121,0
8,776,1161,6,0,0.8744761909424699,776,1161,0
8,776,1161,6,0,0.8744761909424699,776,1121,0
8,776,1161,7,0,0.8744761909424699,776,1161,0
8,776,1161,7,0,0.8744761909424699,776,1121,0
8,776,1161,8,0,0.8744761909424699,776,1161,0
8,776,1161,8,0,0.8744761909424699,776,1121,0
8,776,1161,9,0,0.8738663405036862,776,1161,0
8,776,1161,9,0,0.8738663405036862,776,5182,0
41,3186,959,0,0,1.000001,3186,959,0
41,3186,959,0,0,1.000001,3186,1272,0
41,3186,959,1,0,1.000001,3186,959,0
41,3186,959,1,0,1.000001,3186,1272,0
41,3186,959,2,0,1.000001,3186,959,0
41,3186,959,2,0,1.000001,3186,1272,0
41,3186,959,3,0,1.000001,3186,959,0
41,3186,959,3,0,1.000001,3186,1272,0
41,3186,959,4,0,1.000001,3186,959,0
41,3186,959,4,0,1.000001,3186,1272,0
41,3186,959,5,0,1.000001,3186,959,0
41,3186,959,5,0,1.000001,3186,1272,0
41,3186,959,6,0,0.13671337904880976,3186,959,0
41,3186,959,6,0,0.13671337904880976,3186,959,0
41,3186,959,7,0,0.13671337904880976,3186,959,0
41,3186,959,7,0,0.13671337904880976,3186,959,0
41,3186,959,8,0,0.13671337904880976,3186,959,0
41,3186,959,8,0,0.13671337904880976,3186,959,0
41,3186,959,9,0,0.13671337904880976,3186,959,0
41,3186,959,9,0,0.13671337904880976,3186,959,0
42,3186,1272,0,0,0.13671337904880976,3186,1272,0
42,3186,1272,0,0,0.13671337904880976,3186,959,0
42,3186,1272,1,0,0.13671337904880976,3186,1272,0
42,3186,1272,1,0,0.13671337904880976,3186,959,0
42,3186,1272,2,0,0.13671337904880976,3186,1272,0
42,3186,1272,2,0,0.13671337904880976,3186,959,0
42,3186,1272,3,0,0.13671337904880976,3186,1272,0
42,3186,1272,3,0,0.13671337904880976,3186,959,0
42,3186,1272,4,0,0.13671337904880976,3186,1272,0
42,3186,1272,4,0,0.13671337904880976,3186,959,0
42,3186,1272,5,0,0.13671337904880976,3186,1272,0
42,3186,1272,5,0,0.13671337904880976,3186,959,0
42,3186,1272,6,0,0.13671337904880976,3186,1272,0
42,3186,1272,6,0,0.13671337904880976,3186,959,0
42,3186,1272,7,0,0.13671337904880976,3186,1272,0
42,3186,1272,7,0,0.13671337904880976,3186,959,0
42,3186,1272,8,0,0.13671337904880976,3186,1272,0
42,3186,1272,8,0,0.13671337904880976,3186,959,0
42,3186,1272,9,0,0.13671337904880976,3186,1272,0
42,3186,1272,9,0,0.13671337904880976,3186,959,0
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
78,5423,1121,0,0,1.000001,5423,1121,0
78,5423,1121,0,0,1.000001,5423,6994,0
78,5423,1121,1,0,1.000001,5423,1121,0
78,5423,1121,1,0,1.000001,5423,6994,0
78,5423,1121,2,0,1.000001,5423,1121,0
78,5423,1121,2,0,1.000001,5423,6994,0
78,5423,1121,3,0,1.000001,5423,1121,0
78,5423,1121,3,0,1.000001,5423,6994,0
78,5423,1121,4,0,1.000001,5423,1121,0
78,5423,1121,4,0,1.000001,5423,6994,0
78,5423,1121,5,0,1.000001,5423,1121,0
78,5423,1121,5,0,1.000001,5423,6994,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
79,5423,6994,0,0,0.8562641581895104,5423,6994,0
79,5423,6994,0,0,0.8562641581895104,5423,1121,0
79,5423,6994,1,0,0.8562641581895104,5423,6994,0
79,5423,6994,1,0,0.8562641581895104,5423,1121,0
79,5423,6994,2,0,0.8562641581895104,5423,6994,0
79,5423,6994,2,0,0.8562641581895104,5423,1121,0
79,5423,6994,3,0,0.8562641581895104,5423,6994,0
79,5423,6994,3,0,0.8562641581895104,5423,1121,0
79,5423,6994,4,0,0.8562641581895104,5423,6994,0
79,5423,6994,4,0,0.8562641581895104,5423,1121,0
79,5423,6994,5,0,0.8562641581895104,5423,6994,0
79,5423,6994,5,0,0.8562641581895104,5423,1121,0
79,5423,6994,6,0,0.8562641581895104,5423,6994,0
79,5423,6994,6,0,0.8562641581895104,5423,1121,0
79,5423,6994,7,0,0.8562641581895104,5423,6994,0
79,5423,6994,7,0,0.8562641581895104,5423,1121,0
79,5423,6994,8,0,0.8562641581895104,5423,6994,0
79,5423,6994,8,0,0.8562641581895104,5423,1121,0
79,5423,6994,9,0,0.8562641581895104,5423,6994,0
79,5423,6994,9,0,0.8562641581895104,5423,1121,0
80,5423,1121,0,0,1.000001,5423,1121,0
80,5423,1121,0,0,1.000001,5423,6994,0
80,5423,1121,1,0,0.871965670582758,5423,1121,0
80,5423,1121,1,0,0.871965670582758,5423,1121,0
80,5423,1121,2,0,0.871965670582758,5423,1121,0
80,5423,1121,2,0,0.871965670582758,5423,1121,0
80,5423,1121,3,0,0.871965670582758,5423,1121,0
80,5423,1121,3,0,0.871965670582758,5423,1121,0
80,5423,1121,4,0,0.871965670582758,5423,1121,0
80,5423,1121,4,0,0.871965670582758,5423,1121,0
80,5423,1121,5,0,0.871965670582758,5423,1121,0
80,5423,1121,5,0,0.871965670582758,5423,1121,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,0,0,1.000001,5423,1121,0
81,5423,1121,0,0,1.000001,5423,6994,0
81,5423,1121,1,0,1.000001,5423,1121,0
81,5423,1121,1,0,1.000001,5423,6994,0
81,5423,1121,2,0,1.000001,5423,1121,0
81,5423,1121,2,0,1.000001,5423,6994,0
81,5423,1121,3,0,1.000001,5423,1121,0
81,5423,1121,3,0,1.000001,5423,6994,0
81,5423,1121,4,0,1.000001,5423,1121,0
81,5423,1121,4,0,1.000001,5423,6994,0
81,5423,1121,5,0,1.000001,5423,1121,0
81,5423,1121,5,0,1.000001,5423,6994,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
8,776,1161,0,0,0.8845582943996239,776,1161,0
8,776,1161,0,0,0.8845582943996239,776,1161,0
8,776,1161,1,0,0.8845582943996239,776,1161,0
8,776,1161,1,0,0.8845582943996239,776,1161,0
8,776,1161,2,0,0.8845582943996239,776,1161,0
8,776,1161,2,0,0.8845582943996239,776,1161,0
8,776,1161,3,0,0.8845582943996239,776,1161,0
8,776,1161,3,0,0.8845582943996239,776,1161,0
8,776,1161,4,0,0.8845582943996239,776,1161,0
8,776,1161,4,0,0.8845582943996239,776,1161,0
8,776,1161,5,0,0.8845582943996239,776,1161,0
8,776,1161,5,0,0.8845582943996239,776,1161,0
8,776,1161,6,0,0.8845582943996239,776,1161,0
8,776,1161,6,0,0.8845582943996239,776,1161,0
8,776,1161,7,0,0.8845582943996239,776,1161,0
8,776,1161,7,0,0.8845582943996239,776,1161,0
8,776,1161,8,0,0.8845582943996239,776,1161,0
8,776,1161,8,0,0.8845582943996239,776,1161,0
8,776,1161,9,0,0.8744761909424699,776,1161,0
8,776,1161,9,0,0.8744761909424699,776,1121,0
41,3186,959,0,0,1.000001,3186,959,0
41,3186,959,0,0,1.000001,3186,1272,0
41,3186,959,1,0,1.000001,3186,959,0
41,3186,959,1,0,1.000001,3186,1272,0
41,3186,959,2,0,1.000001,3186,959,0
41,3186,959,2,0,1.000001,3186,1272,0
41,3186,959,3,0,1.000001,3186,959,0
41,3186,959,3,0,1.000001,3186,1272,0
41,3186,959,4,0,1.000001,3186,959,0
41,3186,959,4,0,1.000001,3186,1272,0
41,3186,959,5,0,1.000001,3186,959,0
41,3186,959,5,0,1.000001,3186,1272,0
41,3186,959,6,0,0.13671337904880976,3186,959,0
41,3186,959,6,0,0.13671337904880976,3186,959,0
41,3186,959,7,0,0.13671337904880976,3186,959,0
41,3186,959,7,0,0.13671337904880976,3186,959,0
41,3186,959,8,0,0.13671337904880976,3186,959,0
41,3186,959,8,0,0.13671337904880976,3186,959,0
41,3186,959,9,0,0.13671337904880976,3186,959,0
41,3186,959,9,0,0.13671337904880976,3186,959,0
42,3186,1272,0,0,1.000001,3186,1272,0
42,3186,1272,0,0,1.000001,3186,1272,0
42,3186,1272,1,0,0.13671337904880976,3186,1272,0
42,3186,1272,1,0,0.13671337904880976,3186,959,0
42,3186,1272,2,0,0.13671337904880976,3186,1272,0
42,3186,1272,2,0,0.13671337904880976,3186,959,0
42,3186,1272,3,0,0.13671337904880976,3186,1272,0
42,3186,1272,3,0,0.13671337904880976,3186,959,0
42,3186,1272,4,0,0.13671337904880976,3186,1272,0
42,3186,1272,4,0,0.13671337904880976,3186,959,0
42,3186,1272,5,0,0.13671337904880976,3186,1272,0
42,3186,1272,5,0,0.13671337904880976,3186,959,0
42,3186,1272,6,0,0.13671337904880976,3186,1272,0
42,3186,1272,6,0,0.13671337904880976,3186,959,0
42,3186,1272,7,0,0.13671337904880976,3186,1272,0
42,3186,1272,7,0,0.13671337904880976,3186,959,0
42,3186,1272,8,0,0.13671337904880976,3186,1272,0
42,3186,1272,8,0,0.13671337904880976,3186,959,0
42,3186,1272,9,0,0.13671337904880976,3186,1272,0
42,3186,1272,9,0,0.13671337904880976,3186,959,0
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,0,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,1,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,2,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,3,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,4,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,5,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,6,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,7,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,8,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
54,3758,3159,9,2,0.8425238143074458,3758,3159,2
78,5423,1121,0,0,1.000001,5423,1121,0
78,5423,1121,0,0,1.000001,5423,6994,0
78,5423,1121,1,0,0.871965670582758,5423,1121,0
78,5423,1121,1,0,0.871965670582758,5423,1121,0
78,5423,1121,2,0,0.871965670582758,5423,1121,0
78,5423,1121,2,0,0.871965670582758,5423,1121,0
78,5423,1121,3,0,0.871965670582758,5423,1121,0
78,5423,1121,3,0,0.871965670582758,5423,1121,0
78,5423,1121,4,0,0.871965670582758,5423,1121,0
78,5423,1121,4,0,0.871965670582758,5423,1121,0
78,5423,1121,5,0,0.871965670582758,5423,1121,0
78,5423,1121,5,0,0.871965670582758,5423,1121,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,6,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,7,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,8,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
78,5423,1121,9,0,0.871965670582758,5423,1121,0
79,5423,6994,0,0,1.000001,5423,6994,0
79,5423,6994,0,0,1.000001,5423,6994,0
79,5423,6994,1,0,0.8562641581895104,5423,6994,0
79,5423,6994,1,0,0.8562641581895104,5423,1121,0
79,5423,6994,2,0,0.8562641581895104,5423,6994,0
79,5423,6994,2,0,0.8562641581895104,5423,1121,0
79,5423,6994,3,0,0.8562641581895104,5423,6994,0
79,5423,6994,3,0,0.8562641581895104,5423,1121,0
79,5423,6994,4,0,0.8562641581895104,5423,6994,0
79,5423,6994,4,0,0.8562641581895104,5423,1121,0
79,5423,6994,5,0,0.8562641581895104,5423,6994,0
79,5423,6994,5,0,0.8562641581895104,5423,1121,0
79,5423,6994,6,0,0.8562641581895104,5423,6994,0
79,5423,6994,6,0,0.8562641581895104,5423,1121,0
79,5423,6994,7,0,0.8562641581895104,5423,6994,0
79,5423,6994,7,0,0.8562641581895104,5423,1121,0
79,5423,6994,8,0,0.8562641581895104,5423,6994,0
79,5423,6994,8,0,0.8562641581895104,5423,1121,0
79,5423,6994,9,0,0.8562641581895104,5423,6994,0
79,5423,6994,9,0,0.8562641581895104,5423,1121,0
80,5423,1121,0,0,1.000001,5423,1121,0
80,5423,1121,0,0,1.000001,5423,6994,0
80,5423,1121,1,0,1.000001,5423,1121,0
80,5423,1121,1,0,1.000001,5423,6994,0
80,5423,1121,2,0,1.000001,5423,1121,0
80,5423,1121,2,0,1.000001,5423,6994,0
80,5423,1121,3,0,1.000001,5423,1121,0
80,5423,1121,3,0,1.000001,5423,6994,0
80,5423,1121,4,0,1.000001,5423,1121,0
80,5423,1121,4,0,1.000001,5423,6994,0
80,5423,1121,5,0,1.000001,5423,1121,0
80,5423,1121,5,0,1.000001,5423,6994,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,6,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,7,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,8,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
80,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,0,0,1.000001,5423,1121,0
81,5423,1121,0,0,1.000001,5423,6994,0
81,5423,1121,1,0,0.871965670582758,5423,1121,0
81,5423,1121,1,0,0.871965670582758,5423,1121,0
81,5423,1121,2,0,0.871965670582758,5423,1121,0
81,5423,1121,2,0,0.871965670582758,5423,1121,0
81,5423,1121,3,0,0.871965670582758,5423,1121,0
81,5423,1121,3,0,0.871965670582758,5423,1121,0
81,5423,1121,4,0,0.871965670582758,5423,1121,0
81,5423,1121,4,0,0.871965670582758,5423,1121,0
81,5423,1121,5,0,0.871965670582758,5423,1121,0
81,5423,1121,5,0,0.871965670582758,5423,1121,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,6,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,7,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,8,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
81,5423,1121,9,0,0.871965670582758,5423,1121,0
8,776,1161,0,0,0.8845582943996239,776,1161,0
8,776,1161,0,0,0.8845582943996239,776,1161,0
8,776,1161,1,0,0.8845582943996239,776,1161,0
8,776,1161,1,0,0.8845582943996239,776,1161,0
8,776,1161,2,0,0.8845582943996239,776,1161,0
8,776,1161,2,0,0.8845582943996239,776,1161,0
8,776,1161,3,0,0.8845582943996239,776,1161,0
8,776,1161,3,0,0.8845582943996239,776,1161,0
8,776,1161,4,0,0.8845582943996239,776,1161,0
8,776,1161,4,0,0.8845582943996239,776,1161,0
8,776,1161,5,0,0.8845582943996239,776,1161,0
8,776,1161,5,0,0.8845582943996239,776,1161,0
8,776,1161,6,0,0.8845582943996239,776,1161,0
8,776,1161,6,0,0.8845582943996239,776,1161,0
8,776,1161,7,0,0.8845582943996239,776,1161,0
8,776,1161,7,0,0.8845582943996239,776,1161,0
8,776,1161,8,0,0.8845582943996239,776,1161,0
8,776,1161,8,0,0.8845582943996239,776,1161,0
8,776,1161,9,0,0.8744761909424699,776,1161,0
8,776,1161,9,0,0.8744761909424699,776,1121,0
41,3186,959,0,0,1.000001,3186,959,0
41,3186,959,0,0,1.000001,3186,1272,0
41,3186,959,1,0,1.000001,3186,959,0
41,3186,959,1,0,1.000001,3186,1272,0
41,3186,959,2,0,1.000001,3186,959,0
41,3186,959,2,0,1.000001,3186,1272,0
41,3186,959,3,0,1.000001,3186,959,0
41,3186,959,3,0,1.000001,3186,1272,0
41,3186,959,4,0,1.000001,3186,959,0
