Entity_Name,Entity_ID,Type_Name,Type_ID
"Air_Force_(Palestinian_Territory,_Occupied)",199,Military,2
Air_Force_(Portugal),200,Military,2
Air_Force_(Spain),201,Military,2
Air_Force_(Sweden),202,Military,2
Air_Force_(Syria),203,Military,2
Air_Force_(Taiwan),204,Military,2
Air_Force_(Turkey),205,Military,2
Air_Force_(Uganda),206,Military,2
Air_Force_(United_Kingdom),207,Military,2
Air_Force_(Zambia),208,Military,2
Air_Force_Chief_(Iran),209,Military,2
Air_Force_Chief_(South_Korea),210,Military,2
Air_France,211,Person,0
Air_Namibia,212,Person,0
Aircraft_Carrier_(Argentina),213,Person,0
Airline_(Belarus),214,Person,0
Airline_(Bulgaria),215,Person,0
Airline_(Canada),216,Person,0
Airline_(Kenya),217,Person,0
Airline_(Libya),218,Person,0
Airline_(New_Zealand),219,Person,0
Airline_(Poland),220,Person,0
Airline_(South_Korea),221,Person,0
Airline_(Sri_Lanka),222,Person,0
Airman_(Japan),223,Person,0
Aissata_Tall_Sall,224,Person,0
Akali_Leader,225,Person,0
Akhilesh_Yadav,226,Person,0
Akhmatbek_Keldibekov,227,Person,0
Akif_Hamzaçebi,228,Person,0
Akilisi_Pohiva,229,Person,0
Akinori_Eto,230,Person,0
Akitaka_Saiki,231,Person,0
Akja_Nuberdiyeva,232,Person,0
Al-Akhbar,233,Location/Other,8
Al-Azhar_University,234,Education,6
Al-Marada_Movement,235,Political Party,3
Al-Muhtadee_Billah,236,Person,0
Al-Mustaqbal,237,Location/Other,8
Al-Shabaab,238,Military,2
Al_Arabiya,239,Person,0
Al_Gore,240,Person,0
Al_Jazeera,241,Media,7
Al_Sharq_al_Awsat,242,Person,0
Al_Wafa,243,Person,0
Al_Wefaq_National_Islamic_Society,244,Person,0
Alaa_Abdel_Fattah,245,Person,0
Aladdin_Boroujerdi,246,Person,0
Alain_Moka,247,Person,0
Alan_Dershowitz,248,Person,0
Alan_Johnson,249,Person,0
Alan_Peter_Cayetano,250,Person,0
Alan_Wilson,251,Person,0
Albert_Kawana,252,Person,0
Albert_Reynolds,253,Person,0
Alberto_Espina,254,Person,0
Alberto_Fernández,255,Person,0
Alberto_Fujimori,256,Person,0
Aldo_Dell'Ariccia,257,Person,0
Aldo_Giordano,258,Person,0
Alejandro_Collia,259,Person,0
Alejandro_Ordoñez,260,Person,0
Aleksander_Kwasniewski,261,Person,0
Aleksandre_Chikaidze,262,Person,0
Alex_Badeh,263,Person,0
Alex_Lee,264,Person,0
Alex_Salmond,265,Person,0
Alexander_Albertovich_Veshnyakov,266,Person,0
Alexander_Downer,267,Person,0
Alexander_Grushko,268,Person,0
Alexander_Kadakin,269,Person,0
Alexander_Lukashevich,270,Person,0
Alexander_Panin,271,Person,0
Alexander_Stubb,272,Person,0
Alexander_Valterovich_Litvinenko,273,Media,7
Alexander_Vasilyevich_Bortnikov,274,Person,0
Alexander_Vershbow,275,Person,0
Alexei_Miller,276,Person,0
Alexei_Pushkov,277,Person,0
Alexis_Tsipras,278,Person,0
Alfonso_Prat_Gay,279,Person,0
Alfred_Mutua,280,Person,0
Alfred_Romualdez,281,Person,0
Alfredo_Rada,282,Person,0
Algerian_National_Navy,283,Military,2
Algirdas_Butkevičius,284,Person,0
Alhaji_Aliko_Dangote,285,Person,0
Alhaji_Garba_Umar,286,Person,0
Alhaji_Lai_Mohammed,287,Person,0
Ali_Abdullah_Saleh,288,Person,0
Ali_Ahmad_Jalili,289,Person,0
Ali_Al-Za'tari,290,Person,0
Ali_Awad_Asiri,291,Person,0
Ali_Bongo_Ondimba,292,Person,0
Ali_Hassan_Khalil,293,Person,0
Ali_Jannati,294,Person,0
Ali_Ndume,295,Person,0
Ali_Tayyebnia,296,Person,0
Alicia_Castro,297,Person,0
Alicia_Ciciliani,298,Person,0
Alik_L._Alik,299,Person,0
Alireza_Bigdeli,300,Person,0
Aliyu_Mohammed_Gusau,301,Person,0
All_India_Sikh_Students_Federation,302,Person,0
Alleged_Militants_(India),303,Person,0
Alliance_Party_(Italy),304,Political Party,3
Alliance_Party_(Solomon_Islands),305,Political Party,3
Alliance_for_Democracy,306,Person,0
Aloizio_Mercadante,307,Person,0
Alpha_Condé,308,Person,0
Alpha_Group_Commandos,309,Organization,4
Amadou_Toumani_Touré,310,Person,0
Amal_Clooney,311,Person,0
Amal_Movement,312,Political Party,3
Amar_Ghoul,313,Person,0
Amara_Essy,314,Person,0
Amason_Kingi,315,Person,0
Ambrose_Mammadi,316,Person,0
American_Chamber_of_Commerce,317,Person,0
American_Near_East_Refugee_Aid,318,Person,0
American_Popular_Revolutionary_Alliance,319,Person,0
American_Refugee_Committee,320,Organization,4
Amin_Hassan_Omer,321,Person,0
Amin_Makki_Madani,322,Person,0
Amina_Mohamed,323,Person,0
Aminata_Touré,324,Person,0
Amir_Hossain_Amu,325,Person,0
Amir_Syamsuddin,326,Person,0
Amit_Kumar,327,Person,0
Amit_Shah,328,Person,0
Amnesty_International,329,Organization,4
Amr_Mohammed_Moussa,330,Person,0
Amrinder_Singh,331,Person,0
Anabela_Rodrigues,332,Person,0
Anand_Panyarachun,333,Person,0
Anandiben_Patel,334,Person,0
Ananth_Kumar,335,Person,0
Anastasia_Baburova,336,Person,0
Anatoly_Klyan,337,Person,0
Andal_Ampatuan_Sr,338,Person,0
Anders_Borg,339,Person,0
Anders_Breivik,340,Person,0
Andrea_Orlando,341,Person,0
Andrea_Rocchelli,342,Person,0
Andrei_Kelin,343,Person,0
Andrei_Klepach,344,Person,0
Andrei_Stenin,345,Person,0
Andrej_Babis,346,Person,0
Andrej_Kiska,347,Person,0
Andrew_Langa,348,Person,0
Andrew_Robb,349,Person,0
Andrew_Wilkie,350,Person,0
Andris_Piebalgs,351,Person,0
Andris_Vilks,352,Person,0
Andrius_Krivas,353,Person,0
Andrius_Kubilius,354,Person,0
Andriy_Klyuyev,355,Person,0
Ange-Félix_Patassé,356,Person,0
Angel_Aguirre_Rivero,357,Person,0
Angel_Luis_D'Elia,358,Person,0
Angela_Merkel,359,Person,0
Anglican_Communion,360,Political Party,3
Anglican_Communion_News_Service,361,Political Party,3
Angola,362,Location/Other,8
Angolan_Armed_Forces,363,Military,2
Angus_Houston,364,Person,0
Anifah_Aman,365,Person,0
Annick_Girardin,366,Person,0
Anote_Tong,367,Person,0
Anrijs_Matiss,368,Person,0
Ansar_al-Sharia_in_Libya,369,Person,0
Ansar_ash-Shari'a,370,Person,0
Anson_Chan,371,Person,0
Antanas_Valionis,372,Person,0
Ante_Kotromanović,373,Person,0
Ante_Starcevic,374,Person,0
Anthony_Foxx,375,Person,0
Anthony_Garotinho,376,Person,0
Anthony_Martinez,377,Person,0
Anti_Defamation_League,378,Political Party,3
Antonio_Guerrero_Rodríguez,379,Person,0
Antonio_Saca,380,Person,0
Antonio_Tiu,381,Person,0
Antonis_Samaras,382,Person,0
"Antony_Harold_Curties_""Tony""_Windsor",383,Person,0
António_Luís_dos_Santos_da_Costa,384,Person,0
Anupong_Paochinda,385,Person,0
Anwa_Dramat,386,Person,0
Appeals_Court_(Greece),387,Government,1
Appeals_Court_(Malaysia),388,Government,1
Appeals_Court_(Philippines),389,Government,1
Appeals_Court_(South_Korea),390,Government,1
Appeals_Court_(Sudan),391,Government,1
Appeals_Court_(Sweden),392,Government,1
Arab_Israelis,393,Person,0
Aram_Harutyunyan,394,Person,0
Archbishop_(Australia),395,Person,0
Archbishop_(Brazil),396,Person,0
Archbishop_(Central_African_Republic),397,Person,0
Archbishop_(Chile),398,Person,0
Archbishop_(Germany),399,Person,0
Archbishop_(India),400,Person,0
Archbishop_(Italy),401,Person,0
Archbishop_(Paraguay),402,Person,0
Archbishop_(Senegal),403,Person,0
Archbishop_(South_Africa),404,Person,0
Archbishop_(Thailand),405,Person,0
Archbishop_(Turkey),406,Person,0
Archdiocese_(Kenya),407,Person,0
Argentine_Episcopal_Conference,408,Person,0
Argentine_Industrial_Union,409,Political Party,3
Argentine_Naval_Prefecture,410,Person,0
Arif_Alvi,411,Person,0
Aristide_Sokambi,412,Person,0
Aristovoulos_Spiliotopoulos,413,Person,0
Arjun_Singh,414,Person,0
Arkady_Dvorkovich,415,Person,0
Armed_Band_(Afghanistan),416,Person,0
Armed_Band_(Africa),417,Person,0
Armed_Band_(Algeria),418,Person,0
Armed_Band_(Argentina),419,Person,0
Armed_Band_(Benin),420,Person,0
Armed_Band_(Brazil),421,Person,0
Armed_Band_(Central_African_Republic),422,Person,0
Armed_Band_(Democratic_Republic_of_Congo),423,Person,0
Armed_Band_(Guinea),424,Person,0
Armed_Band_(India),425,Person,0
Armed_Band_(Iran),426,Person,0
Armed_Band_(Jordan),427,Person,0
Armed_Band_(Lebanon),428,Person,0
Armed_Band_(Middle_East),429,Person,0
"Armed_Band_(Palestinian_Territory,_Occupied)",430,Person,0
Armed_Band_(Philippines),431,Person,0
Armed_Band_(Somalia),432,Person,0
Armed_Band_(South_Africa),433,Person,0
Armed_Band_(South_Sudan),434,Person,0
Armed_Band_(Syria),435,Person,0
Armed_Band_(Syrian_Kurds),436,Person,0
Armed_Band_(Tunisia),437,Person,0
Armed_Band_(Uganda),438,Person,0
Armed_Force_(El_Salvador),439,Military,2
Armed_Force_(Russia),440,Military,2
Armed_Forces_of_Sao_Tome_and_Principe,441,Military,2
Armed_Forces_of_the_Republic_of_Armenia,442,Military,2
Armed_Gang_(Afghanistan),443,Person,0
Armed_Gang_(Al_Qaeda),444,Person,0
Armed_Gang_(Benin),445,Person,0
Armed_Gang_(Denmark),446,Person,0
Armed_Gang_(Djibouti),447,Person,0
Armed_Gang_(Egypt),448,Person,0
Armed_Gang_(Fula_people),449,Person,0
Armed_Gang_(Hashid_Tribe),450,Person,0
Armed_Gang_(India),451,Person,0
Armed_Gang_(Jamaica),452,Person,0
Armed_Gang_(Lebanon),453,Person,0
Armed_Gang_(Libya),454,Person,0
Armed_Gang_(Mexico),455,Person,0
Armed_Gang_(Muslim_Brotherhood),456,Person,0
"Armed_Gang_(Palestinian_Territory,_Occupied)",457,Person,0
Armed_Gang_(Peru),458,Person,0
Armed_Gang_(Portugal),459,Person,0
Armed_Gang_(RENAMO),460,Person,0
Armed_Gang_(Russia),461,Person,0
Armed_Gang_(Saudi_Arabia),462,Person,0
Armed_Gang_(Singapore),463,Person,0
Armed_Gang_(Somalia),464,Person,0
Armed_Gang_(Switzerland),465,Person,0
Armed_Gang_(Syria),466,Person,0
Armed_Gang_(Thailand),467,Person,0
Armed_Gang_(Turkish_Kurds),468,Person,0
Armed_Gang_(United_Arab_Emirates),469,Person,0
Armed_Gang_(United_Kingdom),470,Person,0
Armed_Gang_(United_States),471,Person,0
Armed_Insurgent_(Syria),472,Military,2
Armed_Opposition_(Central_African_Republic),473,Person,0
Armed_Opposition_(India),474,Person,0
Armed_Opposition_(Iran),475,Person,0
Armed_Opposition_(Jamaica),476,Person,0
Armed_Opposition_(Lebanon),477,Person,0
Armed_Opposition_(Nigeria),478,Person,0
Armed_Opposition_(Sudan),479,Person,0
Armed_Opposition_(Thailand),480,Person,0
Armed_Opposition_(Turkey),481,Person,0
Armed_Opposition_(Uganda),482,Person,0
Armed_Rebel_(Afghanistan),483,Military,2
Armed_Rebel_(Boko_Haram),484,Military,2
Armed_Rebel_(Democratic_Republic_of_Congo),485,Military,2
Armed_Rebel_(Ireland),486,Military,2
Armed_Rebel_(Lebanon),487,Military,2
Armed_Rebel_(Lord's_Resistance_Army),488,Military,2
Armed_Rebel_(Mali),489,Military,2
Armed_Rebel_(Mozambique),490,Military,2
Armed_Rebel_(National_Socialist_Council_of_Nagaland),491,Military,2
Armed_Rebel_(Naxali),492,Military,2
Armed_Rebel_(Nigeria),493,Military,2
Armed_Rebel_(Pakistan),494,Military,2
Armed_Rebel_(Paraguay),495,Military,2
Armed_Rebel_(Somalia),496,Military,2
Armed_Rebel_(Syria),497,Military,2
Armed_Rebel_(Tripura_National_Liberation_Front),498,Military,2
Armed_Rebel_(Tuareg_people),499,Military,2
Armed_Rebel_(Turkish_Kurds),500,Military,2
Armed_Rebel_(Ukraine),501,Military,2
Armed_Rebel_(United_Kingdom),502,Military,2
Armed_Rebel_(Yemen),503,Military,2
Armed_Rebel_(Zimbabwe),504,Military,2
Armed_Separatist_(China),505,Person,0
Armed_Separatist_(National_Liberation_Front),506,Political Party,3
Armed_Separatist_(Xinjiang Uyghur),507,Person,0
Armed_Services_Deserter_(Gambia),508,Person,0
Armenia,509,Location/Other,8
Armenian_Army,510,Military,2
Armenian_Revolutionary_Federation,511,Person,0
Armenpress,512,Media,7
Arminio_Fraga,513,Person,0
Army_Chief_of_General_Staff,514,Military,2
Army_Chief_of_Staff_(Tunisia),515,Military,2
Army_Chief_of_Staff_(United_States),516,Military,2
Army_Intelligence_(Colombia),517,Military,2
Army_Intelligence_(Nigeria),518,Military,2
Army_National_Guard_(Afghanistan),519,Military,2
Army_National_Guard_(Bahrain),520,Military,2
Army_National_Guard_(Lithuania),521,Military,2
Army_National_Guard_(United_States),522,Military,2
Army_National_Guard_(Venezuela),523,Military,2
Army_Personnel_(Argentina),524,Military,2
Army_Personnel_(Egypt),525,Military,2
Army_Personnel_(Hungary),526,Military,2
Army_Personnel_(Libya),527,Military,2
Army_Personnel_(Lithuania),528,Military,2
Army_Personnel_(Nepal),529,Military,2
Army_Personnel_(Philippines),530,Military,2
Army_Personnel_(Rwanda),531,Military,2
Army_Personnel_(Zimbabwe),532,Military,2
Arnaud_Montebourg,533,Person,0
Arnold_Rüütel,534,Person,0
Aronda_Nyakairima,535,Person,0
Arsen_Avakov,536,Person,0
Arseniy_Yatsenyuk,537,Person,0
Arthit_Ourairat,538,Person,0
Arturas_Paulauskas,539,Person,0
Arvydas_Pocius,540,Person,0
As'ad_Mustafa,541,Person,0
Asad_Umar,542,Person,0
Asang_Laol,543,Person,0
Ashok_Kumar,544,Person,0
Ashraf_Ghani_Ahmadzai,545,Person,0
Ashraf_al-Qudra,546,Person,0
Asim_Bajwa,547,Person,0
Asli_Aydintasbas,548,Person,0
Asma_Jahangir,549,Person,0
Assemblies_(Armenia),550,Person,0
Assemblies_(Burkina_Faso),551,Person,0
Assemblies_(Cameroon),552,Person,0
Assemblies_(Ecuador),553,Person,0
Assemblies_(France),554,Person,0
Assemblies_(India),555,Person,0
Assemblies_(Kuwait),556,Person,0
Assemblies_(Mozambique),557,Person,0
Assemblies_(Nigeria),558,Person,0
Assemblies_(Pakistan),559,Person,0
Assemblies_(Serbia),560,Person,0
Assemblies_(Slovenia),561,Person,0
Assemblies_(Zambia),562,Person,0
Assembly_of_First_Nations,563,Person,0
Assembly_of_the_Union_(Myanmar),564,Political Party,3
Associate_Justice_(Philippines),565,Person,0
Associated_Press,566,Media,7
Association_of_Southeast_Asian_Nations,567,Organization,4
Asylum_Seeker_(Africa),568,Person,0
Asylum_Seeker_(Chile),569,Person,0
Asylum_Seeker_(Czech_Republic),570,Person,0
Asylum_Seeker_(Indonesia),571,Person,0
Asylum_Seeker_(Iran),572,Person,0
Asylum_Seeker_(Kenya),573,Person,0
Asylum_Seeker_(Nauru),574,Person,0
Asylum_Seeker_(South_Africa),575,Person,0
Asylum_Seeker_(Sudan),576,Person,0
Asylum_Seeker_(Sweden),577,Person,0
Asylum_Seeker_(Vietnam),578,Person,0
Atef_Ebeid,579,Person,0
Atef_Tarawneh,580,Person,0
Atkins,581,Location/Other,8
Attack_Craft_(Poland),582,Person,0
Attack_Craft_(Sudan),583,Person,0
Attack_Craft_(United_Kingdom),584,Person,0
Attack_Craft_(United_States),585,Person,0
Attack_Helicopter_(Russia),586,Person,0
Attacker_(Afghanistan),587,Person,0
Attacker_(Al-Shabaab),588,Person,0
Attacker_(Al_Qaeda),589,Person,0
Attacker_(Benin),590,Person,0
Attacker_(Bolivia),591,Person,0
Attacker_(Colombia),592,Person,0
Attacker_(Croatia),593,Person,0
Attacker_(Democratic_Republic_of_Congo),594,Person,0
Attacker_(Germany),595,Person,0
Attacker_(Indonesia),596,Person,0
Attacker_(Jordan),597,Person,0
Attacker_(Lebanon),598,Person,0
Attacker_(Libya),599,Person,0
Attacker_(Lithuania),600,Person,0
Attacker_(Mali),601,Person,0
Attacker_(Moldova),602,Person,0
Attacker_(Niger),603,Person,0
"Attacker_(Palestinian_Territory,_Occupied)",604,Person,0
Attacker_(Saudi_Arabia),605,Person,0
Attacker_(Tajikistan),606,Person,0
Attacker_(Tanzania),607,Person,0
Attacker_(Tunisia),608,Person,0
Attacker_(Turkey),609,Person,0
Attacker_(United_Kingdom),610,Person,0
Attacker_(Venezuela),611,Person,0
Attacker_(Xinjiang Uyghur),612,Person,0
Attahiru_Dalhatu_Bafarawa,613,Person,0
Attila_Korodi,614,Person,0
Attorney_General_(Afghanistan),615,Military,2
Attorney_General_(Angola),616,Military,2
Attorney_General_(Argentina),617,Military,2
Attorney_General_(Azerbaijan),618,Military,2
Attorney_General_(Benin),619,Military,2
Attorney_General_(Canada),620,Military,2
Attorney_General_(Colombia),621,Military,2
Attorney_General_(Cyprus),622,Military,2
Attorney_General_(Egypt),623,Military,2
Attorney_General_(Georgia),624,Military,2
Attorney_General_(Guatemala),625,Military,2
Attorney_General_(Kuwait),626,Military,2
Attorney_General_(Papua_New_Guinea),627,Military,2
Attorney_General_(Russia),628,Military,2
Attorney_General_(Switzerland),629,Military,2
Attorney_General_(Thailand),630,Military,2
Attorney_General_(Uganda),631,Military,2
Audu_Innocent_Ogbeh,632,Person,0
Augustin_Matata_Ponyo,633,Person,0
Augustin_Tine,634,Person,0
Augustine_Alegeh,635,Person,0
Augustine_Chihuri,636,Person,0
Augustine_Ngafuan,637,Person,0
Augusto_Barrera,638,Person,0
Augusto_Pinochet,639,Person,0
Augusts_Brigmanis,640,Person,0
Aun_Porn_Moniroth,641,Person,0
Aung_Min,642,Person,0
Aung_Thaung,643,Person,0
Aurelio_Baladad,644,Person,0
Australia_Greens,645,Person,0
Austria_Press_Agency,646,Media,7
Avtar_Singh,647,Person,0
AvtoVAZ,648,Location/Other,8
Awami_(People's)_League,649,Political Party,3
Awá,650,Location/Other,8
Axel_Kicillof,651,Person,0
Ayatollah_Seyyed_Ahmad_Alamolhoda,652,Person,0
Ayman_Farid_Abu-Hadid,653,Person,0
Ayman_al-Zawahri,654,Person,0
Ayo_Adebanjo,655,Person,0
Ayodeji_Daramola,656,Person,0
Azam_Khan,657,Person,0
Aziz_Akhennouch,658,Person,0
Azores,659,Location/Other,8
Azubuike_Ihejirika,660,Person,0
Aïchatou_Mindaoudou_Souleymane,661,Person,0
Babacar_Gaye,662,Person,0
Babbar_Khalsa,663,Person,0
Babu_Lal_Nagar,664,Person,0
Bachana_Akhalaia,665,Person,0
Baghdadi_Ali_Mahmudi,666,Person,0
Bahamas,667,Location/Other,8
Bahia_Hariri,668,Person,0
Bahrain,669,Location/Other,8
Bakir_Izetbegović,670,Person,0
Bala_Abdulkadir_Mohammed,671,Person,0
Bala_Garba-Jahumpa,672,Person,0
Bala_Ngilari,673,Person,0
Balarabe_Musa,674,Person,0
Baldev_Singh,675,Person,0
Baljinder_Singh,676,Person,0
Balwinder_Singh,677,Person,0
Bam_Dev_Gautam,678,Person,0
Bandar_bin_Sultan,679,Person,0
Bangladesh_Nationalist_Party,680,Political Party,3
